position,n,raw_points_eta,raw_points_r2,raw_points_adjusted_r2,normalized_points_eta,normalized_points_r2,normalized_points_adjusted_r2,relative_points_per_week_eta,relative_points_per_week_r2,relative_points_per_week_adjusted_r2
QB,17043,0.035812511203139635,0.0012825359586750018,0.0009894334570487162,0.047511718485723387,0.0022573633934666296,0.0019645469831225393,0.04938030568423552,0.002438414589468543,0.0021456513138300437
TE,17031,0.034122051497246654,0.0011643143983807525,0.0008709705846945415,0.041812870424883734,0.001748316133168117,0.001455143832473138,0.03762384332394059,0.0014155535864644286,0.0011222835581490287
