first_round_position,n,leagues,mean_points_zscore,top_6_rate,linked_rate,available_rate
RB,8545,1371,-0.005165766045791547,0.4949093036863663,0.9997659449970743,0.7134496078660892
WR,7236,1361,0.021394100277533235,0.5118159203980099,0.9997236042012161,0.7232513132430191
